页码,微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数
1,4911937178307026,N50xvyR2i,影视蘑菇力,2023-06-12 22:35:45,由王宝强执导的现实题材电影《八角笼中》将于7月6日登陆全国IMAX影院，献映暑期档。本片根据真实事件改编，历经六年打磨，讲述王宝强饰演的向腾辉带领一群孩子突出命运重围，探寻人生出路的故事。借助IMAX沉浸感拉满的观影环境，《八角笼中》将带观众走进贴近现实的励志故事，希冀将“誓不认命、永不服 ...全文,0,0,0
1,4911930450381068,N50mF1B8g,鳴上夢,2023-06-12 22:09:01,ff16的只有英文口型所以按道理选择英文语音会更有沉浸感但是英配太拉胯了我又换回了日配…吉田你抓紧时间更新一下日配口型 ,0,0,0
2,4911926092235178,N50fD9ntg,我哪儿来的钱,2023-06-12 21:51:41,龙7感觉挺不错啊，这个沉浸感小弟体验，遥控桐生的时候就挺不爽没有小弟体验，收了个债就直接开始背黑锅疯狂揍揍揍了。一番这个前期剧情就挺好，有当小弟的卑微，无奈，尴尬，隐忍，忠心，狗腿，可以说这个黑道体验感比桐生当主角的时候真实多了 ,0,0,0
2,4911922128094313,N509exXHr,w渝年,2023-06-12 21:35:57,很喜欢听他简单唠唠嗑，简单分享一下 就特别舒服，很有沉浸感，他的声音有种让人平静的力量 ,0,0,8
2,4911912997620488,N4ZUvvYr6,黑泥小砂,2023-06-12 20:59:40,重新买了晚钟的中文版，怎么说呢，哪怕是我能基本做到不用查单词就能看懂日语，换成母语的那刻语境和文笔的沉浸感还是无法替代的，对外语真的感受不到文笔，能知道意思就已经很不错了。。。 ,0,0,1
2,4911888490829930,N4ZgZ3tTY,雾宝独家计划书,2023-06-12 19:22:17,女子推理社刚开始看真的挺好看的，好看到忽略弹幕，越看越上瘾 后来看到了好多弹幕都在说没有沉浸感，现在越看越觉得不沉浸，有点看不下去了都 ,0,0,0
2,4911854642793431,N4YoobIHl,大众电影,2023-06-12 17:07:47,由王宝强执导的现实题材电影八角笼中 将经由IMAX®专利的数字原底翻版(DMR)技术转制为IMAX版本，于7月6日登陆全国IMAX影院。本片根据真实事件改编，历经六年打磨，讲述王宝强饰演的向腾辉带领一群孩子突出命运重围，探寻人生出路的故事。借助IMAX沉浸感拉满的观影环境，《八角笼中》将带观众走 ...全文,0,0,3
2,4911851807445509,N4YjOveUR,冷凍卡車,2023-06-12 16:56:31,周末去了中世纪小镇，除了路上有点堵车还有车位很难找之外，全程体验都很好。每个演员表演都很卖力，其中还看到了中国汉服队列。整体沉浸感很强，因为很多游客也穿上了中世纪的服装，配上小镇里广播里传来的阵阵中世纪音乐，仿佛有一瞬间感觉穿越到了中世纪🏰 法国·普罗万 ,0,2,1
2,4911840511397739,N4Y1B5RCb,我觉得自己好幸福喔oO,2023-06-12 16:11:38,YOUNG FRESH CHIN Ⅱ - 济南站 最佳中文说唱专辑‼️‼️年度最佳现场‼️‼️ 终于见到夏老师本人 真的又帅又可爱 新专➕戏剧的沉浸感 在现场好激动好想落泪 夏老师在面前唱殉情和We can be chilling Lifelist又完成一项✅ 来都来了签售一定排 夏老师人真好又拿到To签 虽然只记得夏老师看到小王笔画少 ...全文,0,0,0
2,4911826045502584,N4XEgn5tm,吉时無月,2023-06-12 15:14:09,女推沉浸感做得好差……几个人大摇大摆的在公司里来回走，进别人办公室六个人呼啦一下子全进去了，在别人办公室看东西就明目张胆的看连个放风的都没有，像办公室来了六个神经病员工……既然你设定是沉浸式剧情推理，那能不能走点心？几个上司除了吴事申全像她们下属，弹幕还有好多人说这是综艺不是电视 ...全文,0,1,0
3,4911816683030235,N4XpacIiL,王牌教父,2023-06-12 14:36:57,向往的生活这一期真的充满欢乐，能让观众开怀大笑，没有一点伤感，也不故作忧愁和不舍，这一次的“大鹅比赛”和“谁先离开椅子”虽然优质，但真的好好玩，好有沉浸感，也想起来上次王迅来的时候，跟于和伟、黄渤几人一起在院子里抛塑料布的游戏，一群人在塑料纸下面跑来跑去，非常开心。 ,31,32,32
3,4911801123477651,N4X04eAH9,Linkxyc,2023-06-12 13:35:07,沉浸感有没有反义词，跟环境噪音有关的。  这句话有语病：沉浸感有没有度量的形容词，分别代表着高沉静感和低沉沉浸感。 ,0,0,0
3,4911795543736885,N4WR4fG8l,小王今天健身了吗,2023-06-12 13:12:56,第一次感受到车里睡觉的沉浸感 在疲惫的周一中午充满了电 ,0,0,1
3,4911776363711905,N4Wm8fzDr,安吉丽娜啵莉,2023-06-12 11:56:44,#王一博影视剧的原声率#  王一博原声真的很不错，毫无违和感。每个角色都是贴合角色的，不会出戏不会突兀，沉浸感很强。 ,0,0,3
3,4911724794742648,N4V0XjTMk,南湖不知名魔法师,2023-06-12 08:31:49,武商梦时代搞的这个梵高画展挺不错的，特别是光影厅，让人十分有沉浸感。是个浪漫去处。 武汉·武商梦时代 ,0,0,5
3,4911630280032365,N4Syw08q1,Sephirothlc,2023-06-12 02:16:15,欧美的游戏开发给我一种错觉，离了第一人称不会做代入感沉浸感，当然有好的越肩和第三人称，战神做的很好，但太少了 ,0,0,0
3,4911598126761070,N4RIEsmRw,黯然销魂饭_1234,2023-06-12 00:08:29,对生活有高度的沉浸感，某一刻也可以通向对生活的高度的抽离感。 ,0,0,0
3,4911565394938853,N4QRRkIOV,封封Ryan,2023-06-11 21:58:25,沉浸感太棒了 从天空中跳下 重回海拉鲁大陆的感觉非常不一样 ,0,0,0
3,4911559090897454,N4QHH3Lt4,我也想做友人A,2023-06-11 21:33:21,#一人之下# 看完第五季了，比前面两季过渡篇是好了一点，但由于打斗的原因站不住脚，导致看起来完全没有沉浸感。 ,0,1,1
3,4911547878476329,N4QpBzz4Z,hslngds,2023-06-11 20:48:49,每次怼着望远镜看克劳迪斯听见哈姆雷特唱我将盯住我的叔父都有种诡异的沉浸感场内几百个为复仇大计操碎了心的霍瑞修（bushi ,0,1,2
4,4911544972351962,N4QkV9RQS,OHPAI_THE_sakura酱,2023-06-11 20:37:16,staff真的超级入戏 沉浸感十足了可以说是就是那个操控用的平板的日文九键输入法太难用了大幅度影响我们的解题速度,0,0,6
4,4911543899394765,N4QjbDq0t,ASUS华硕,2023-06-11 20:33:00,#小A晚间剧场# 高刷超神，165Hz！ 高色准+低色差，尽享视觉盛宴！ 165Hz细腻显示，沉浸感+++++ 峰值亮度达1500nits，无惧夏日强光 #ROG7超神进化# #影音超神# ASUS华硕的微博视频 ,1,1,5
4,4911510608941388,N4PruBw3W,麻酱猪猪包z,2023-06-11 18:20:43,刚看了女子推理社前两期，看到三连罪了。喜欢李一桐和李雪琴嘿嘿！ 这个综艺形式我真的好喜欢，就是有点节目组送线索的感觉，要是嘉宾能更主动点就更好了，感觉推进有点拖沓，总要npc推流程，沉浸感会被打破。 ,0,1,2
4,4911509312373815,N4Ppp9Xxl,肖玉楼123,2023-06-11 18:15:34,《恐怖游轮》:最大的感觉是这种强烈的沉浸感，好像是浸入到了水中，这种无限轮回的眩晕感和震撼感还是很让人着迷的，然而我很怂，每次看完类似的片子总担心晚上睡觉时做噩梦，但是又会很好奇这类豆瓣top250的片子到底讲了个啥，简称又怂又爱看。对于恐怖悬疑片爱好者，还是很推荐的，其实我感觉没那么 ...全文,0,0,1
4,4911490756509853,N4OVtrjvD,深爱菈米亚的禽类,2023-06-11 17:01:49,100年过去了终于通了P5R真结局，沉浸感太棒了，就是从头到尾都完全无法代入温柔强大值得信赖又会耍帅的周可儿（ ,0,0,0
4,4911486692759568,N4OOVbzTa,向日葵69087,2023-06-11 16:45:41,能在CINITY 的大银幕上看到变形金刚沉浸感拉满。影片十分热血，情节激动人心，搭配 cinty 卓越的视听表现，泰裤辣!#CINITY变形 金刚:超能勇士崛起##爱电影爱CINITY#@CINITY ,0,0,0
4,4911481475304458,N4OGvmfVM,-陈家小三爷-,2023-06-11 16:24:57,这次a巡可以现场录像我才发现线上live、控碟和现场的感觉真的是完全不一样的啊 现场的喊麦互动还有字幕提示 整体很有沉浸感！ 确实是电脑前一个人无法想象的氛围感 真的很想去日本听演唱会 有生之年我还能实现这一天么 要看着芬达走向越来越大的舞台[发射爱心] ,0,2,1
4,4911477636727438,N4OAjse74,李翠喜管家,2023-06-11 16:09:41,原来如此！我就是首刷选的杜比版，邻座还一直发出噪声，难怪看完没有沉浸感。今天二刷选了普通厅，看得比首刷投入。,0,0,0
4,4911438625777996,N4Nzoof7u,柯南雪莉,2023-06-11 13:34:41,看了一下新一季第一期 形式上看是第一季的样 但是嘉宾邀请我只能说是个技术活儿 看了一期下来总感觉少了好多东西 总结下来： 1.任务感不强，一开始真当躲猫猫来了 2.剧情反馈不够，设定了剧情但玩家没有沉浸感（其实这完全可以说没有综艺感也没有演技，第一季的嘉宾从一开始就带入了剧情，“制造”了效 ...全文,0,5,0
5,4911434113223806,N4Ns7dwES,十八子金名,2023-06-11 13:16:45,沉浸感：vision pro VS 牛肝菌  体验感左边确实不如右边，就是右边一次性体验，售后服务不好做啊 十八子金名的微博视频 ,0,0,3
5,4911412986254454,N4MU2qf4i,雪草央,2023-06-11 11:52:48,#薛之谦坐路边吃雪糕# 喜欢我哥这种刚在在万人场酣畅淋漓的表演完后就融进人间月色中体验烟火城市的沉浸感 ,0,0,26
5,4911433299005744,N4NqNBMNW,海象心沙,2023-06-11 13:13:31,假日的早上，如果有早起的福气，那段时间的收益是工作日的数倍。 周末正点用餐可以完美的避开人流高峰，还可以拉长时间的沉浸感。 返程的航班，在降落前的下半程里再用餐，也可以消除一些疲惫感。 落地后优先走到地面的第二个洗手间，一般会比较人少减少排队时间。 把比较期待的事情安排一点到周天晚上 ...全文,0,0,2
5,4911433085092350,N4NqslmKG,柒度鱼,2023-06-11 13:12:39,用oculus玩the room系列沉浸感一流，问题就是太沉浸了，吓得我出了房间大晚上全屋的所有灯都打开才觉得稍微有一点安全感#比沉浸更沉浸的沉浸式体验# ,0,0,0
5,4911428160720565,N4Niw31s1,野桑蝈蝈,2023-06-11 12:53:06,自然的沉浸感🍃 ,0,16,13
5,4911419575503956,N4N4Fn5Pu,泡利不相容的德布罗意啵,2023-06-11 12:18:59,不得不服封闭场馆带来的沉浸感 完全隔离出一个新世界 沪上大雨 室内躲避 水墨迷魂 额头滚烫 上海·梅赛德斯-奔驰文化中心 Mercedes-Benz Arena ,0,0,3
5,4911244630559918,N4Iwv2lEW,真·卜卜星,2023-06-11 00:43:49,密室超级好玩，比我想象的还要好玩，我超喜欢这种代入感和沉浸感，NPC们的演技好棒而且演得很投入，感谢他们。虽然第一次玩比较懵但还是享受其中。我还想玩更多更有趣更恐怖的密室但是@Koi-Zhou 被吓哭了 重庆·珠江・太阳城 ,0,4,16
5,4911364717414618,N4LEbv6SC,会玩君wpgmedia,2023-06-11 08:41:00,《赛博朋克2077》新MOD 完善地铁MOD车厢内部环境 Mod制作者muad_为《赛博朋克2077》发布了新mod，为此前keanuWheeze发布的地铁系统MOD加入了车厢内部的环境。  该MOD为地铁车厢加入了拥有完整建模的内部环境，能给予玩家更多的沉浸感。  作者还将在未来的版本中为车站区域添加更多的人群，增加多节车厢 ...全文,0,0,2
5,4911194067961220,N4HcWxp4M,费诺坦格利安,2023-06-10 21:22:54,外边电闪雷鸣，狂风呼啸，坐在窗台上看着克系小说，体会着书中看不见的希望和悲伤，末日沉浸感更足了一些。 ,0,0,23
5,4911240722518353,N4Iqcaz8B,Never_Too_Proud,2023-06-11 00:28:17,#CINITY极寒之城##看电影选CINITY# @CINITY  《极寒之城》整部影片节奏干脆过瘾，拍出了棱角分明的鲜明质感。人物、动作每一个细节在CINITY银幕都格外细腻逼真，极具沉浸感。120帧的制作也使得影片有更好的流畅度。 ,0,0,2
6,4911238750406965,N4In11HRX,Jinger-Elaine,2023-06-11 00:20:27,#重返未来1999公测##重返未来1999#  @重返未来1999    《重返未来：1999》于5月31日已公测上映 不知道各位司辰们感觉怎么样？  公测的当晚，就小玩了一把 这种策略卡牌类游戏，真是颇具挑战性和可玩性 超级适合我们年轻人，沉浸感很强～  在游戏里，玩家需要扮演一位时间旅行者 穿梭于不同 ...全文,0,1,4
6,4911224976050780,N4I0Npo5e,小荣子的梦想有一百八,2023-06-10 23:25:43,#小盒日常# 拉着王哥陪我去看了《一出好戏》，电影看过但是剧情都快忘完了，约等于是全新体验了 大力夸赞一下演员们也太强了，两个多小时又唱又跳，状态从头到尾在线，并且并且，唱功也太行了 舞台布景很优秀，超有沉浸感，大屏幕和道具配合的非常丝滑，再加上灯光配合简直完美  个 ...全文,0,1,1
6,4911205049960333,N4HuEFN8x,话剧bot,2023-06-10 22:06:31,#repo# 《榆树下的欲望》“小剧场虽小，置景虽简洁，但灯光的不断变化配合音乐氛围，你会觉得设计细节也很丰富精妙，沉浸感特别强烈。”,0,0,0
6,4911204671690490,N4Hu375LY,由川子,2023-06-10 22:05:02,空间计算是概念，真正发展起来那就是元宇宙了，像失控玩家那样估计要等到 2050 年。现在的设备都是显示互动，一个有沉浸感的不能替代手机的设备。MR 硬件都是顶级，也是显示得好，这是 micro oled屏幕与摄像头配合的功劳，该炒作的是显示面板，面板正在库存低位，走向新周期。 ,0,0,0
6,4911176801067589,N4GL64tJb,柠檬不恰萌,2023-06-10 20:14:17,#全员加速中#剧情线索都快放MC手上了，剧情太弱了，没有沉浸感，第一季很成功的原因除了新奇，还有剧情线很好，NPC很投入，猎人不放水，线索也是自己去找，大家很团结。哎，第一期，只希望下期不要那么拉胯了。还有，弹幕能不能在没有该明星出现的时候刷弹幕，很影响观感#全员加速中首期剧情# ,0,22,50
6,4911184493150377,N4GXvddyx,戴眼镜的小鱼丁,2023-06-10 20:44:50,#全员加速中#剧情比起第一季质量差了好多，完全没有沉浸感，加上部分队员参与感不强，一期下来紧张感和笑点几乎没有。之前期待值有点高了，希望后期能改进一下吧。 ,0,4,4
6,4911180324015374,N4GQMgQA6,-星河长流-,2023-06-10 20:28:17,很有意思，去看渴水，带了杯喝的入场才被告知剧院不能带饮食进去就放在门口，沉浸感很强直接渴到我 电影结束下了一场大雨，看完了出场也被告知⬇️ ,0,4,3
6,4911173462660545,N4GFIba81,月半叁,2023-06-10 20:01:01,#大屏幕 大应援# 只要重庆有@CGV影城 * @IMAX 的活动就有参加 话说变形金刚这种特效大片当然更要看IMAX2D啊！！！沉浸感十足！！！谁看谁知道！！！ 谁懂啊！强迫症患者好想收齐一套盲盒票根啊啊啊啊 ,0,0,1
6,4911173205498974,N4GFin4x8,大众点评,2023-06-10 20:00:00,#中国文化和自然遗产日# 是谁的DNA又动了💓！百年大连郊外深处竟然还藏着一座千年古刹“永兴寺”，在这里聆听梵音，祈愿求福，好不惬意👍～六月的汉唐文化节也正在火热🔥进行中！仕女出行、士兵巡逻，瞬间梦回大唐盛世，沉浸感拉满！傍晚更有震撼无比的实景演出，🎆好一幅流光溢彩、诗意盎然的 ...全文,2,5,17
6,4911161445452790,N4GmkmSwe,伤心小狗bot二号机,2023-06-10 19:13:16,#武商梦时代摩尔影城&amp;全球最大20米 4 K HeyLED巨幕影厅#银幕大；色彩还原能力强，帧率高，对比度高；银幕亮度高，眼睛舒适；12.1声道音响系统，沉浸感好，甚至能在座椅上感受到振动 ,0,0,0
7,4911144323519631,N4FUIeLCf,幽媞Y,2023-06-10 18:05:14,沉迷了几天《对马岛之魂》，好玩。 画面色彩极其浓郁，漫天的银杏、枫叶、或者稻田都超漂亮。再加上起风显示目标地点的设定，和基本隐藏的UI，沉浸感满满。 神器和奇谭动画是水墨画那种风格，超酷。 战斗系统很棒，手柄的震动反馈也做的很棒，打起来超爽。 唯一不爽的是天总是黑，还没法跳时间。 ,0,0,0
7,4911142890373612,N4FSp1zc0,深海浪漫又栀语,2023-06-10 17:59:31,还是真的真的不想错过每一场🎤哪怕就算有全程蓝光DVD（不知道有没有）但跟现场也差的太多太多了，情绪的饱满度，那种相处完完整整2h的沉浸感，情感交流与同频共鸣，好像真的来到一个只有我们的纯净的没有一点世俗杂质的心灵岛屿，所有被困扰的东西都完全抛开，拥有精神的极致自由。体验到真真实实的 ...全文,0,0,6
7,4911139190219231,N4FMr0V1Z,马真明Eric,2023-06-10 17:44:50,#沉浸式体验灾难片#  Ⲁⳑⲉⲕ⳽ⲉⲩ制作了一系列第一人称灾难短片 就算是手机看沉浸感也好绝！！   #春日荐片季##影视剪辑# 马真明Eric的微博视频 ,0,0,2
7,4911134275277991,N4FEvm92T,谭生199011,2023-06-10 17:25:18,科技感十足，3D沉浸感拉满.🤙 扬州·中国大运河博物馆 ,0,0,0
7,4911129430852238,N4FwH3zHM,如我逐月,2023-06-10 17:06:02,新龙门客栈真的感觉是这两年看过最好的剧 无论是沉浸感还是调度都很棒@环境式越剧新龙门客栈  全女班真的是棒棒下次还来 ,0,0,2
7,4911116919243097,N4FcvCMyd,倒斗神瓶,2023-06-10 16:16:19,（应该没剧透）龙之泪找完这个剧情表现做得真好啊啊啊啊啊啊太感动了，看着飞走的龙情不自禁地拔腿狂追，太沉浸感了！过之前一定要穿套好看的衣服！！我疯狂截图反复观看 ,0,2,10
7,4911099713947043,N4EKLgyNZ,心之所向轩轾何妨,2023-06-10 15:07:58,想要完完全全和工作没关系的周末，想要简简单单闲看云卷云舒的心境，想要痛痛快快得谈天欢笑，想要彻彻底底属于自己个性化的人生安排，有探索欲得学些什么，有沉浸感得看些什么，趁着还有精力去些地方，趁着还有童心玩些东西。没有担忧没有包袱没有束缚，这是目前梦里都没有的生活 ,0,2,3
7,4911082638674803,N4EjdAoIb,游讯补给站,2023-06-10 14:00:07,期待已久的核聚变游戏展终于开幕了！三星展区设计得也太酷炫了吧！作为游戏爱好者的我迫不及待的到现场体验了一把竞技赛，不得不说满#三星电视# 效果将沉浸感直接拉满，支持4K 120Hz的动作增强技术，画面没有撕裂和掉帧，在性能峰值下顺畅输出感受无比丝滑流畅，还有杜比全景声和音画追踪OTS pro ...全文,649,184,1135
7,4911065030984478,N4DQP486G,无趣的浪人,2023-06-10 12:50:09,#爱电影爱CINITY##CINITY变形金刚：超能勇士崛起# @CINITY 变形金刚：超能勇士爆米花大电影，变身依然帅气，就是勇士们的戏份太少，最喜欢的黄豹勇士更少；幻影变身的几家真的好帅，钢铁侠既视感，整体感觉还好，也没有啥亮点，cinity厅的体验不错，椅子都晃动了，很有沉浸感 ,0,0,0
7,4911050467576970,N4DtkvN7c,霸王龙疊,2023-06-10 11:52:17,#RealD变形金刚超能勇士崛起# 今天观看了luxe版本的变形金刚，可谓是史诗级的梦幻联动曾经陪伴童年时光的超能勇士现在也加入到变形金刚大家庭中，为了阻止宇宙大帝通过超曲速钥匙吞噬地球擎天柱和伙伴毅然放弃了回家通道最终拯救了世界，场面也是一如既往的壮观科幻沉浸感十足打斗场面超燃结尾彩蛋的登 ...全文,0,0,1
8,4910962542641808,N4Bbwb5fO,梦洛阳牡丹85,2023-06-10 06:02:54,#王一博长空之王年度推荐电影#wyb#王一博长空之王#  王一博领衔主演电影《长空之王》试飞员雷宇，沉浸感十足的拍摄，只为呈现更真实的试飞员故事，好电影真的会长出翅膀，《长空之王》会飞得更高更远。 @UNIQ-王一博 #王一博# 电影长空之王的微博视频 ,1,31,17
8,4910917001151049,N4A044Prj,每天做梦一夜暴富,2023-06-10 03:01:56,好喜欢逆水寒的光影，特别是晚上的时候，好有沉浸感 ,0,0,0
8,4910907376010383,N4zKxpdzF,xyfool,2023-06-10 02:23:41,想起一句很俗的话，头戴设备有两种，一种是Vision Pro，一种是其它。Apple做眼镜都传了多少年了，相关从业者不可能不知道，但是发布后还是蛮感叹的。想法完全不在一个方向，一个是增强现实，而不是让你沉浸在虚拟元宇宙里。传统的AR又达不到那么深的沉浸感。,0,2,1
8,4910892167465176,N4zm0vk24,wind·desire,2023-06-10 01:23:15,-针路逐月 宋蓬勃个展 -关于金银岛一号沉船遗址考古发掘简报的展 作品多用镜子为灵感拍出不同的反射 -感受到艺术家自身的记忆和视觉经验植入创作 展厅内的海浪bgm和艺术家本人特调的木质香氛沉浸感💯 -展厅动线的布置很有趣 动态装置的小展厅隐蔽到没人发现 福州·三艺术空间 ,0,0,3
8,4910885019062538,N4zatC1zY,Yuli-ing,2023-06-10 00:54:51,#女子推理社#蛮好看的但是比起原版还是差点感觉，明明环境设置都比韩国精致很多。不是主NPC我都看到有人笑场，没有沉浸感有点小无聊反转也没有到起鸡皮疙瘩。评价就是能看，敢说的节目我觉得还是得点个赞，但是希望有天能看到我们自己原创的敢说的综艺节目。李雪琴真的好聪明 ,0,2,0
8,4910878945969238,N4z0Gp2S2,Shimokitazawa的野槌蛇,2023-06-10 00:30:43,环球之旅！！！ 排队一小时，游玩五分钟，不过总的来说还是蛮有意思的，火种源争夺战和禁忌之旅是最好玩的两个项目，沉浸感满满。  ps：这个炸鱼薯条怎么能这么难吃，我觉得这是我这辈子目前为止吃过的最难吃的食物 ,0,0,0
8,4910877788869787,N4yYOBdr5,尼糯米20207,2023-06-10 00:26:07,大家一定要去看原版的韩国的女高推理班，国内翻拍的女子推理社真的没有沉浸感，完全不是那个味道 ,0,3,3
8,4910875151177300,N4yUz4WgI,木由anio,2023-06-10 00:15:38,今天拍了一个非常快乐的客人，看到了一种沉浸感🎶  才华横溢的人呀自带吸引力 ,0,0,0
8,4910847858836011,N4ycxB4Ej,大中午啊,2023-06-09 22:27:10,看徐云的视频  沉浸感太强了，下班休息，靠在椅子上，看徐云在路上的，很放松很放松。  感谢徐云带来的美景和自由 ,0,0,2
8,4910846301709786,N4ya27aNc,六七八九十__,2023-06-09 22:21:00,我真得 啊啊啊啊 能不能把期末考试前一天的状态应用到日常生活的每一天啊 这种不管不顾地沉浸感真得让我觉得很充实 ,0,0,0
9,4910843555221946,N4y5BlUsW,剧透少女泡泡糖,2023-06-09 22:10:05,#变形金刚彩蛋# 该说不说，有蛮多的彩蛋的，而且很多台词道具都给我带来了强烈的90年代的沉浸感，也正是因为这种细节的渲染才有的。#看完变形金刚 爱上幻影# ,1,0,0
9,4910841289252932,N4y1WCP6Q,追剧少女李富贵,2023-06-09 22:01:05,#变形金刚彩蛋# 看到了很多彩蛋，不仅是彩蛋所带的惊喜，电影本身也非常的精彩 给我带来的是很强烈的90年代的沉浸感体验。#看完变形金刚 爱上幻影# 追剧少女李富贵的微博视频 ,0,0,2
9,4910839385561628,N4xYSnkPG,酷酷火月,2023-06-09 21:53:31,Quest Pro的开放式眼罩的设计好处很多：大幅降低跟现实世界的割裂感，佩戴的时候更方便跟身边的人进行交流；可以直接观测周围环境，你甚至可以考虑关闭碍事的防护系统；因为是开放式设计，玩剧烈运动的游戏也不会产生雾气模糊镜片。最重要的是，它提供了一个新思路：可能VR根本就不需要所谓的沉浸感,0,0,0
9,4910653036825712,N4t8jsDG8,有盐电影,2023-06-09 09:33:02,#电影盗火者阵容官宣#预告很短但很有沉浸感，像是去到百年前的上海跟着王源张雪迎梁靖康来了一场暗夜潜伏，这个feel真的泰裤辣！#王源新片刀疤脸造型#反差感也太大了，好想知道这次他演的角色是个怎样的人！和过往大多数作品不同，这部片子没有从伟人视角展开，而是讲了一群无名少年赴汤蹈火拼出奇迹的 ...全文,420,126,1240
9,4910814253815057,N4xklg0tb,炡大气,2023-06-09 20:13:39,看这仨人打瓦有一种沉浸感 ,0,1,2
9,4910813872134722,N4xjJ8Xl0,魏什么235,2023-06-09 20:12:08,╭  ❤️  ╮                ╭  ❤️  ╮  🤭  #小程序：久木婚礼  🤭   ⛩️ 视宁度 轻盈与欢愉 ⛩️      ⛲沉浸感 怦然心动⛲         刹那堆积细碎浪漫              ╰   ❤️   ╯ ,0,0,0
9,4910807185885959,N4x8WoHcP,浪漫是真的,2023-06-09 19:45:34,这组的高速慢镜头，真的我太喜欢了，特别是妹妹和弟弟的沉浸感，真的拉满#电影穿过月亮的旅行##张子枫##胡先煦# 浪漫是真的的微博视频 ,0,0,6
9,4910053134441460,N4dwJiDqs,娱乐拌饭,2023-06-07 17:49:14,#萌探3豆瓣开分7.1# 已经不想跟没看过萌探的人说话了 #萌探探探案# 第三季今天在豆瓣开分7.1，这么好的成绩难怪观众们都说它是呛饭综艺 全新升级后的节目，立意上更加关注时事热点，无论是热门的经典IP背景还是沉浸感超强的场景推理，都能带给我们不一样的观看体验！孙红雷、宁静、谢娜 ...全文,593,600,1663
